角色 juese
甲斐田幸 vocal
松田利冴 、松田飒水 vocal
Ellen McLain vocal
阿拉德战记动画：杉野田贯国服游戏：程玉珠 vocal
金子修 vocal
Gabriel Furman vocal
深濑慧 vocal
Troy Baker vocal
Anthony Marquez vocal
雷碧文 vocal
王愫稣 vocal
徐翔、郝祥海 vocal
大川透 vocal
小山佐保美 vocal
青叶苹果 vocal
白文显 vocal
陶虹 vocal
刘纯燕 vocal
欧祖豪 vocal
傅晨阳 vocal
丰高罗拉 vocal
南央美 vocal
藤野らん vocal
东城日沙子 vocal
黎语 vocal
mace vocal
涩谷彩乃 vocal
刘钦、冯盛 vocal
中尾隆圣 vocal
齐藤贵美子 vocal
山口爱 vocal
、不明 vocal
海科·欧博墨勒 vocal
Samuel Crane vocal
乐小彤 vocal
鹈饲留美子 vocal
塞缪尔·杰克逊 vocal
有岛萌优 vocal
宇民祐希 vocal
阿久津加菜 vocal
长谷川育美 vocal
Shourei小N vocal
木村亚希子 vocal
：阿久津加菜动画：早濑莉花 vocal
设乐麻美 vocal
佐佐木望 vocal
布莱恩·卡明斯 vocal
拉尔夫·费因斯 vocal
内田秀 vocal
佐藤日向 vocal
比嘉久美子 vocal
小山武宏→山路和弘 vocal
胜生真沙子 vocal
白鸟哲 vocal
林元春 vocal
、悉尼卡 vocal
、Sara Cravens vocal
、Kelly Hu vocal
Chrissie Rios vocal
宫崎智荣子 vocal
Julie Tamiko Manning vocal
阿部留美 vocal
José Macías vocal
Aubrey Ankrum vocal
Kenn Navarro vocal
Nica Lorber vocal
埃里克·鲍萨 vocal
Fred Tatasciore vocal
Tara Strong vocal
 / 丰崎爱生  vocal
井口裕香  vocal
图特哈蒙、松田健一郎 vocal
中村狮童 vocal
中家菜穗 vocal
篠宫沙弥 vocal
冷水优果 vocal
国服游戏：彭博 vocal
英语：Matt Hislope汉语：刘杰 vocal
日语：保志总一朗 vocal
あじ秋刀鱼 vocal
兴津和幸 vocal
c小调、中村绘里子 vocal
桦泽绫 vocal
峰田大梦 / 京花优希 vocal
诹访部顺一、绪方惠美 vocal
友永朱音 vocal
高本惠 vocal
渡哲也 vocal
口癖、美少女、自恋、毒舌、戏精、隐藏巨乳黄发橙瞳156cm46kg16岁9月15日处女座O型佐仓绫音私立圣约翰娜女子学院 vocal
口癖、美少女、自恋、毒舌、戏精、隐藏巨乳粉发橙瞳156cm46kg16岁9月15日处女座O型佐仓绫音人类 vocal
切噜、慈乐之音尊尊武士 vocal
 ちえる vocal
现实 vocal
→石渡智实 vocal
うさこち vocal
真柴摩利 vocal
北都南 vocal
 郭馨雅 vocal
下屋则子 vocal
Fedorchuk Stanislav vocal
Tara Sands vocal
李诗萌 vocal
姐姐法、自残法双子、姐姐、怕生、傲娇棕发蓝瞳15acm4akg13岁11月22日天蝎座O型原纱友里白星中学 vocal
姐姐法、自残法双子、姐姐、怕生、傲娇白发蓝瞳15acm4akg13岁11月22日天蝎座O型原纱友里魔族 vocal
 より vocal
妹法、车法、兰德索尔车王双子、妹妹、糟糕、小恶魔系、巨乳棕发蓝瞳15acm42kg13岁11月22日天蝎座O型浅仓杏美白星中学 vocal
妹法、车法、兰德索尔车王双子、妹妹、糟糕、小恶魔系、巨乳白发蓝瞳15acm42kg13岁11月22日天蝎座O型浅仓杏美魔族 vocal
 あかり vocal
弋凡 vocal
增山江威子 vocal
二阶堂有希子 vocal
［小型态：楚衔 ］［大型态：枫茗］ vocal
阿部敦 vocal
高木美佑 vocal
佐佐留美子 vocal
石冢运昇 vocal
游戏&OVA：小仓结衣TV：伊藤美来 vocal
粉鱼 vocal
；叶清 vocal
Fran Jiménez vocal
Yuri Lowenthal细谷佳正 vocal
早熟 vocal
足立梨花 vocal
诺亚 vocal
刘芊含 vocal
严彦子→刘红韵 vocal
黄骥 vocal
永野善一 vocal
笠间淳 vocal
广濑正志 vocal
孟雨田 vocal
小松昌平 vocal
长谷川明子 vocal
山本麻里安 vocal
宫原永海 vocal
水岛裕 vocal
Melissa Davis vocal
樱井智 vocal
步莎拉 vocal
生驹里奈石井康嗣 vocal
丹泽晃之 vocal
成濑诚 vocal
成田纱矢香 vocal
手塚まき vocal
郑恺 vocal
胡平智 vocal
雷·弗伦 vocal
石梓晴 vocal
浪川大辅金田晶 vocal
比利·威斯特 vocal
朗斯贝里·亚瑟 vocal
夛中一忠 vocal
小川真司 vocal
志贺克也 vocal
Kelly Metzger vocal
陈浩 vocal
文森特·马特拉 vocal
张秉君 vocal
宋祖儿，缪莹莹 vocal
翁媛 vocal
何承骏→关令翘 vocal
寺杣昌纪 vocal
林敏 vocal
陈婷婷 vocal
严丽祯 vocal
Madeline Peters vocal
橘樱/齐藤佑圭 vocal
三浦千幸 vocal
吟良犬 vocal
鸡排 vocal
北都南、田村由香里、三森铃子 vocal
杨梦露 vocal
Douglas Rye vocal
星潮 vocal
冬马由美 vocal
苏熙婷 vocal
陈若甄 vocal
神木隆之介 vocal
户田惠 vocal
阳茉莉 vocal
金子彩花 vocal
龙姬眯眯眼、抖S????25岁4月17日白羊座O型大西沙织 vocal
龙姬眯眯眼、抖S紫发红瞳????25岁4月17日白羊座O型大西沙织龙人族 vocal
黄玉娟 vocal
李镇然 vocal
樱庭有纱 vocal
铃置洋孝 vocal
中岛唯 vocal
藤田茜 vocal
Karen Strassman vocal
乃村健次 vocal
三上哲 vocal
川井田夏海 vocal
园崎未惠 vocal
竹尾步美 vocal
小见川千明 vocal
于正昇 vocal
加濑康之 vocal
陈筱宁 vocal
叶晓欣 vocal
樱井馨织 vocal
涩谷梓希 vocal
祝俊 vocal
珍·科恩 vocal
林美秀 vocal
王祯 vocal
张艺 vocal
Pierre Tessier  vocal
森千晃 vocal
八木侑纪 vocal
饭冢昭三 vocal
/藤村步 vocal
山口胜平 vocal
科曼 vocal
NIKI vocal
紫荷吟月 vocal
周一菡 vocal
诌琳 vocal
金尾哲夫 vocal
野村真悠华 vocal
特洛伊贝克 vocal
森奈奈子 vocal
mika vocal
神月葵、亚城惠 vocal
梶原岳人 vocal
田中久美 vocal
草月弥生、北原美和 vocal
凉森ちさと vocal
箸本望 vocal
本宫佳奈→美坂朱音 vocal
姻子 vocal
柴田秀胜 vocal
田野麻美 vocal
美波りお vocal
前冢厚志 vocal
西本里美 vocal
山下七海 vocal
铃木黎子 vocal
三轮胜惠 vocal
速水奖 vocal
中田浩二 vocal
桥本雅史 vocal
Allen Keng vocal
赵震 vocal
すもも vocal
Jess Cliffe vocal
小岛幸子 vocal
仙朵·范桑顿 vocal
小林桂子 vocal
Jeffrey Nordling vocal
丘梅君 vocal
谢洁贞 vocal
田中正彦 vocal
水瀨祈 vocal
中村悠一/田村睦心 vocal
大木民夫 vocal
坂口芳贞 vocal
阪脩 vocal
井上和彦 vocal
宫下荣治 vocal
罗伯·保罗森 vocal
松田健一郎 vocal
望月久代 vocal
丸尾恒人 vocal
→林原惠 vocal
西原久美子 vocal
→樱井敏治 vocal
佐藤正治 vocal
横泽启子、藤本千秋 vocal
铃木みえ vocal
富田耕生野泽雅子大山羡代水田山葵 vocal
杨鸥 vocal
曾丹、山新 vocal
刘艺 vocal
张琳、梁颖 vocal
董浩→张璐→刘纯燕 vocal
陈美贞 vocal
水田山葵 vocal
大山羡代 vocal
野泽雅子 vocal
富田耕生 vocal
梁耀昌 vocal
颜颂怡 vocal
杨鸣 vocal
高桥李依、空见ゆき vocal
高桥李依、空见雪 vocal
森谷里美 vocal
菅原正志 vocal
北村谦次 vocal
古城门志帆 vocal
白井悠介 vocal
饭田友子 vocal
李敏妍 vocal
绫濑有 vocal
杨默 vocal
则灵 vocal
志崎桦音 vocal
ニワくん vocal
谢莹 vocal
张力萌 vocal
结本满 vocal
菊池纱矢香 vocal
霙念汝 vocal
神尾晋一郎 vocal
种田梨沙→远藤绫 vocal
，野中蓝 vocal
铃木惠子 vocal
高木友梨香 vocal
巨乳 vocal
Rich Carle vocal
成田剑 vocal
永井真里子 vocal
小原莉子 vocal
月夜桥 vocal
刘娟、房黛薇 vocal
草尾毅 vocal
马修·瓦特森 vocal
堀之纪张遥函 vocal
今井文也 vocal
日南结里 vocal
古谷静佳林芷筠 vocal
铃木实里 vocal
小夏堇 vocal
金田めい vocal
野村周平本多真梨子 vocal
藤田三枝子 vocal
高辻丽 vocal
木村昴和优希 vocal
杉浦诗织、 vocal
川岛得爱 vocal
松原大典 vocal
夏树莉绪 vocal
菊地达弘 vocal
Nicolas Roye vocal
藤原启治井上麻里奈 vocal
贾邱 vocal
斋藤桃子 vocal
伊波杏树→Machico vocal
小野友树幼年： vocal
扇扇、若比 vocal
何凌瑶 vocal
张丽敏 vocal
张予佟 vocal
宝龟克寿 vocal
真殿光昭 vocal
Kiyo vocal
朱敏菲 vocal
秦奋&卡修【天子会工作室】 vocal
大小姐 vocal
大关英里念如 vocal
山川静夫 vocal
山本兼平 vocal
Alex Ivanovici vocal
绪方惠美神木隆之介 vocal
陈思宇 vocal
张遥函 vocal
刘琮 vocal
下崎纮史 vocal
John Tench vocal
中尾良平笑谈 vocal
；孙若瑜 vocal
→三石琴乃 vocal
三田友子 vocal
MC季：蝶影：沐玛；莫莉：渡边MC完结季：举举 vocal
椎名碧 vocal
富田贵洋儿玉理惠子 vocal
 陈贞伃 vocal
徐慧、叶知秋 vocal
小松里歌小调 vocal
荻野叶月 vocal
佐野爱 vocal
小伏伸之 vocal
中井和哉张占坤 vocal
水原圣子 vocal
Scott Cawthon vocal
南波ゆき vocal
西野阳子 vocal
稻濑葵 vocal
高可慧 vocal
许淑嫔 vocal
柊瑠美 vocal
中村早希 vocal
花田光 vocal
谷山纪章 vocal
田中亮一 vocal
井上真树夫 vocal
大冢周夫 vocal
根本流风 vocal
，永岛由子 vocal
池田成志高阶俊嗣 vocal
…… vocal
樱井浩美 vocal
帅哥 vocal
伊丸冈笃 vocal
/光吉猛修 vocal
泰勇气 vocal
Ryan Alosio vocal
大垣理香 vocal
英语配音瑞切尔·蕾·库克布雷特·巴伦 vocal
伊藤步三本采香 vocal
日语配音浅田叶子 vocal
市川太一 vocal
川本克彦 vocal
石野龙三 vocal
盐泽兼人 vocal
绿川光 vocal
千叶一伸 vocal
田中信夫 vocal
青井美海 vocal
花泽香菜，Bryce Hitchcock vocal
藤田玲 vocal
中岛聪彦卷岛直树 vocal
森山このみ vocal
汐花はるの vocal
手冢良子 vocal
稚嫩的魔法师 vocal
田村太志 vocal
茶谷やすら vocal
渡边拓海 vocal
Cameron Esposito vocal
元气 vocal
深水由美 vocal
陈宏玮 vocal
真野步 vocal
三枝享祐 vocal
狄菲菲、虞鹏飞 vocal
汤姆·费尔顿、Alex Price vocal
山崎巧 vocal
John DiMaggioAndré Sogliuzzo vocal
Thomas Balou Martin vocal
Jess.Ciffe vocal
徐翔 vocal
艾里森·帕克 vocal
李涵菲→许淑嫔 vocal
魏惠娥 vocal
小樱悦子 vocal
暮云苍茫 vocal
Jonathan Walker vocal
小峰华子 vocal
野岛健儿 vocal
古谷彻绪方惠美 vocal
何伟诚 vocal
前田诚二 vocal
深町寿成 vocal
史蒂夫·琼斯 vocal
贾志超、翟巍 vocal
美咲桃子 vocal
上田祐司 vocal
石冢坚 vocal
南早纪 vocal
楠见尚己 vocal
石井马克 vocal
吉冈茉祐 vocal
川原庆久 vocal
胡镇玺 vocal
彭博 vocal
岳·斯比斯 vocal
平田真菜 vocal
广播剧：清水香里电视动画：水桥香织 vocal
康殿宏 vocal
保罗·中内 vocal
竹达彩 vocal
中岛沙树 vocal
野中蓝、周文瑛 vocal
相原悠帆 vocal
立花慎之介 vocal
小林美晴 vocal
宫下直纪 vocal
→有马京哉 vocal
はなつぐ vocal
秋元羊介 vocal
James Hong vocal
大本真基子 vocal
佐藤遥 vocal
伊藤彩沙 vocal
、Ronda Rousey vocal
、Tricia Helfer vocal
、Dana Lyn Baron vocal
、Beth Melewski vocal
、Olivia d'Abo vocal
、Jennifer Hale vocal
Kerri Hoskins vocal
藤原龙也 vocal
田中贵子 vocal
侧单马尾、天然、小天使、偶像棕发棕瞳159cm44kg17岁4月24日金牛座O型大桥彩香 vocal
侧单马尾、天然、小天使、偶像棕发棕瞳159cm44kg17岁4月24日金牛座O型大桥彩香人类 vocal
 卯月 vocal
鲇川日向 vocal
榎津まお vocal
麻仓桃 vocal
王凯 vocal
魔法少女、宅女、下双马尾、魔法帽子、眼镜、梗棕发棕瞳166cm55kg18岁8月21日狮子座O型佳村遥SERENA学园 vocal
魔法少女、宅女、下双马尾、魔法帽子、眼镜、梗紫发紫瞳166cm55kg18岁8月21日狮子座O型佳村遥魔族 vocal
收藏家、77x、nnk vocal
 七々香 vocal
武虎 vocal
堀之纪 vocal
银河万丈 vocal
德森圭辅 vocal
大白siro vocal
PJ Heywood vocal
堀野纱也加 vocal
林筱玲 vocal
徐慧 vocal
斋藤小浪 vocal
Reuben Langdon  vocal
Matt Kaminsky  vocal
Drew Coombs  vocal
武田罗梨沙多胡 vocal
松嵜丽 vocal
重音Teto vocal
诺兰·诺斯 vocal
叮当 vocal
岸本望 vocal
顺子 vocal
若本规夫 vocal
林森 vocal
小泉萌香 vocal
大空直美 vocal
Julian Gamble vocal
入江崇史 vocal
Kate Higgins东条加那子 vocal
未知 vocal
今村直树 vocal
蟹江荣司 vocal
松谷彼哉 vocal
Jane Perry  vocal
Marsha Thomason  vocal
Vivienne McKee  vocal
约翰·迪马吉奥 vocal
Tom Taylorson vocal
伊东美弥子 vocal
刘红韵 vocal
田久保修平 vocal
牧野由依 vocal
那须惠 vocal
南条爱乃 vocal
高口公介 vocal
纱百合→伊藤静 vocal
横尾麻里生天目仁美 vocal
五月ちさと vocal
黄子敬 vocal
菊本平 vocal
秋 vocal
广桥凉→前田佳织里 vocal
→峰あつ子→高村章子→翠准子 vocal
伊达朱里纱 vocal
福岛润 vocal
浦山迅 vocal
仓田玛利亚 vocal
S属性，龙骑士 vocal
凌振赫 vocal
巫哲棋 vocal
加藤将之 vocal
→立川三贵 vocal
中根彻 vocal
江川央生 vocal
近藤隆志田有彩 vocal
冯盛 vocal
叶又菁 vocal
沈小兰 vocal
大原桃子 vocal
杉山大 vocal
刘彬 vocal
君岛哲 vocal
Crispin Freeman vocal
、黄莺 vocal
范楚绒 vocal
西凛太朗 vocal
茶风林 vocal
陶山章央 vocal
田所梓 vocal
赵云、屠龙者、打工战士、子龙马尾、拜金棕发绿瞳163cm49kg2a岁11月11日天蝎座O型田所梓明智大学 vocal
赵云、屠龙者、打工战士、子龙马尾、拜金紫发蓝瞳163cm49kg2a岁11月11日天蝎座O型田所梓人类 vocal
 美冬 vocal
郭馨雅 vocal
南云大辅 vocal
冰川惠 vocal
相内沙英 vocal
梅原裕一郎 vocal
朴璐美、皆川纯子 vocal
刘康 vocal
樱庭わかな vocal
石井未纱 vocal
→堀内贤雄宝可梦 THE ORIGIN：森功至W Professors：若林正宝可梦大师：绪方贤一 vocal
主系列动画：石冢运昇 vocal
三村遥佳 vocal
slayerboom vocal
林兰 vocal
胡谦 vocal
白熊宽嗣 vocal
Peter New vocal
、 周子瑜 vocal
阵容、甘治平、 孙晓东 vocal
邢子皓 vocal
日野未步 vocal
宫泽正 vocal
小泽一敬 vocal
矢田耕司 vocal
Simon Ker vocal
鲸 vocal
间岛里美 vocal
远藤瑠香 vocal
迈克尔·利昂·伍利《蝙蝠侠：英勇无畏》中，安德烈·布拉格《超人与蝙蝠侠：启示录》，史蒂文·布鲁姆《正义联盟：战争》 vocal
李秀贞 vocal
川田绅司 vocal
单马尾 vocal
阿部里果 vocal
萩原亚美 vocal
喜多村英 vocal
金月真美 vocal
幸野优里亚 vocal
相川奏多 vocal
中上育实 vocal
高田裕司 vocal
合田绘利 vocal
中村章吾 vocal
千田光男 vocal
青野武 vocal
吉崎亮太 vocal
小若和郁那 vocal
孟祥龙 vocal
奥村翔 vocal
田口宏子 vocal
天音美穗 vocal
伊藤美纪 vocal
纲挂裕美 vocal
挂川裕彦 vocal
又吉爱 vocal
咲野かなで vocal
根本幸多 vocal
张怀武、李应铭 vocal
Kenji-B vocal
穆宣名 vocal
夏勒特·钟 vocal
胡凯莉 vocal
拉萨橙 vocal
铃宫舞姬 vocal
原泽晃绮 vocal
本多新也 vocal
佳穗成美 vocal
→梁达伟 vocal
桑谷夏子水树奈奈 vocal
Michal Sinnott vocal
布伦丹·亨特 vocal
柚木凉香山中井野 vocal
Steven Ogg vocal
Mel Blanc vocal
天韵晓晓 vocal
皇贞季 vocal
祖晴 vocal
相羽爱奈 vocal
寺岛拓笃 vocal
凑阿库娅 vocal
Jen Taylor vocal
佐藤みかん vocal
三代真子 vocal
苏婉 vocal
间宫胡桃 vocal
杨婉潼 vocal
近村望实 vocal
史蒂芬·拉塞尔 vocal
小松史法 vocal
N/A vocal
Ashley Jenkins vocal
Christopher Wehkamp vocal
Heather Masters vocal
丰崎爱生，Christina Vee vocal
小林清志 vocal
木村珠莉 vocal
民安友绘 vocal
沈磊 vocal
安部壮一 vocal
朝树里沙 vocal
吉水孝宏 vocal
兽耳、铃铛、元气棕发棕瞳155cm44kg16岁8月27日处女座A型东山奈央私立圣都学园高校 vocal
兽耳、铃铛、元气橙发橙瞳155cm44kg16岁8月27日处女座A型东山奈央兽人 vocal
东山猫、猫拳春猫 vocal
 ひより vocal
创燃高达、火猫 vocal
柚木要 vocal
鸣海绘里香 vocal
中谷一博优希知冴 vocal
下野纮松元惠 vocal
秋月舞 vocal
土谷麻贵 vocal
吉川友佳子 vocal
诹访彩花/下屋则子 vocal
雪野五月佐藤利奈 vocal
铃谷麻耶 vocal
三森铃子 vocal
首藤志奈 vocal
折笠富美子  vocal
实川麻里 vocal
 田中敦子 vocal
中川由美 vocal
，口袋战士 vocal
宫村优子 vocal
横山智佐 vocal
藤谷美纪 vocal
Erichan vocal
橘雪 vocal
岩井映美里、 vocal
大堂茉莉 vocal
、庆长佑香 vocal
→矢口麻美 vocal
→福井美树 vocal
→不明 vocal
→梅田贵公美 vocal
→大本真基子 vocal
→山下亚矢香 vocal
→高木礼子 vocal
→松本幸 vocal
青木和代、佐藤智惠、丸田麻里、佐藤佑子等 vocal
张振 vocal
金子诚 vocal
泽田敏子 vocal
潘淑兰 vocal
季冠霖 vocal
铃木亚理沙 vocal
藤村步 vocal
山川琴美 vocal
高木涉 vocal
、须本绫奈 vocal
富田美忧 vocal
佐藤佑子 vocal
三泽纱千香 vocal
manami vocal
奈绪 vocal
齐藤朱夏 vocal
佐佐木诚二 vocal
丰田萌绘 vocal
武田直人 vocal
远野梵 vocal
稳得高处 vocal
千叶千惠巳 vocal
仄上かのほ vocal
、口癖、复读机黑发棕瞳13acm32kg14岁1月23日水瓶座B型雨宫天 vocal
、口癖、复读机浅蓝发暗红瞳13acm32kg14岁1月23日水瓶座B型雨宫天魔族 vocal
幽灵妹、布丁幽灵、围巾、熊孩子 vocal
 宮子 vocal
、口癖、复读机 vocal
中岛爱 vocal
卡修 vocal
吕书君 vocal
张程 vocal
白涛 vocal
穆雪婷 vocal
野月まひる vocal
椎名カレン vocal
井泽美香子 vocal
海帆 vocal
大山版：白川澄子水田版：萩野志保子 vocal
徐敏 vocal
麦人 vocal
堀江美都子 vocal
林原惠 vocal
藤井雪代 vocal
国服游戏：周帅 vocal
天野由梨、长泽美树 vocal
田村睦心 vocal
陈家恒 vocal
菅生隆之 vocal
纳谷悟朗 vocal
今井由香 vocal
瞳音 vocal
味里 vocal
米泽圆 vocal
唐雅菁 vocal
斋藤千和 vocal
仙台惠 vocal
星野克拉拉 vocal
进藤尚美 vocal
内川蓝维 vocal
、桧山修之 vocal
松本美和 vocal
仓口桃 vocal
刘莉 vocal
徐琳 vocal
王中璇 vocal
平松晶子 vocal
山口由里子 vocal
多田和希 vocal
张静 vocal
赵梦娇 vocal
洪海天、黄笑嬿 vocal
小尾元政 vocal
陆奥出流 vocal
中村麻未 vocal
八岛沙罗罗 vocal
半场友惠 vocal
小林千晃 vocal
L句号 vocal
可可味 vocal
矢尾一树土田大 vocal
佐藤未奈子 vocal
间岛淳司 vocal
富山明里 vocal
动画、PS2游戏等：小野大辅Drama CD、寒蝉格斗：子安武人空条承太郎和DIO vocal
 陆双 vocal
大橙橙橙子 vocal
安达忍 vocal
白雪岑 vocal
千叶纱子伊藤静 vocal
渡部惠子 vocal
相坂优歌→衣川里佳 vocal
广播剧：斋藤千和动画：西原沙织 vocal
桑原由气 vocal
风音 vocal
/五行荠 vocal
冈岛妙 vocal
枫刹若舞 vocal
石丸博也 vocal
赵岭 vocal
Langdon vocal
James Sie→Paul Robert vocal
阿达 vocal
陈红 vocal
杏花 vocal
石原舞 vocal
菊池正美 vocal
桐谷健太 vocal
兴梠里美 vocal
佐佐木彩夏 vocal
中川翔子 vocal
潘惠子折笠富美子 vocal
江原正士 vocal
堀川仁 vocal
上村祐翔 vocal
樋口智惠子 vocal
杏子御津 vocal
林子茜 vocal
本名阳子 vocal
刘玉玲 vocal
Stacie Chan vocal
George Cheung vocal
李威尹 vocal
Richard Hsu vocal
昱霖 vocal
Christina Liang vocal
乔诗语 vocal
阎么么 vocal
平井启二 vocal
刘飞 vocal
有田洋之 vocal
岛义则 vocal
宫崎宽务张赫 vocal
日文：市来光弘/山本绫 vocal
中文：杨天翔/刘明月 vocal
王燕华 vocal
李晔 vocal
Nicole Oliver vocal
月野姬彩 vocal
内藤玲 vocal
巫蛊悠悠 vocal
声宁 vocal
山北早纪 vocal
瑞希早苗 vocal
三桥加奈子 vocal
秦子怡 vocal
早坂梢 vocal
新垣樽助 vocal
近藤隆 vocal
真田麻美 vocal
小林元子 vocal
褚珺 vocal
任亚明 vocal
高枫 vocal
王胖子 vocal
野口衣织 vocal
→山下麻美 vocal
照井春佳 vocal
、Kari Wahlgren  vocal
五十岚由佳 vocal
何宝珊 vocal
细野雅世 vocal
李兰陵 vocal
木村郁绘 vocal
陈宏玮→何志威 vocal
潘慕娴 vocal
陈幼文 vocal
何璐怡 vocal
